Skill1,Skill2,Similarity
operate handheld devices,operate handhelds,1
operate handheld devices,operating handheld devices,1
operate handheld devices,utilise handheld devices,1
support veterinary diagnostic imaging procedures,provide veterinary diagnostic imaging assistance,1
support veterinary diagnostic imaging procedures,carry out support activities for veterinary diagnostic imaging,1
support veterinary diagnostic imaging procedures,assist veterinary diagnostic imaging,1
support veterinary diagnostic imaging procedures,provide veterinary diagnostic imaging support,1
support veterinary diagnostic imaging procedures,support veterinary diagnostic imaging processes,1
support veterinary diagnostic imaging procedures,assist veterinary diagnostic imaging procedures,1
support veterinary diagnostic imaging procedures,execute veterinary diagnostic imaging support activities,1
support veterinary diagnostic imaging procedures,support veterinary diagnostic imaging,1
support veterinary diagnostic imaging procedures,prepare animal and equipment for veterinary diagnostic imaging,1
support veterinary diagnostic imaging procedures,assist veterinary diagnostic imaging processes,1
support veterinary diagnostic imaging procedures,perform crane operations,0
manage periodic calibration plans,oversee periodic calibration plans,1
manage periodic calibration plans,managing periodic calibration plan,1
manage periodic calibration plans,supervise periodic calibration plans,1
manage periodic calibration plans,manage periodic calibration plan,1
manage periodic calibration plans,managing periodic calibration plans,1
manage periodic calibration plans,monitor periodic calibration plans,1
manage periodic calibration plans,coordinate periodic calibration plans,1
set up projection equipment,install and connect projection and image equipment,1
set up projection equipment,assemble projection equipment,1
set up projection equipment,set up equipment for projection,1
set up projection equipment,setting up projection equipment,1
set up projection equipment,projections equipment,0
set up projection equipment,projection equipment,0
manage digital identity,,1
manage digital identity,manage digital documents,0
manage digital identity,categories of thread,0
manufacturing of jewellery,manufacture of jewellery,1
manufacturing of jewellery,production of jewellery,1
manufacturing of jewellery,construction of  jewellery,1
manufacturing of jewellery,jewellery manufacturing,1
manufacturing of jewellery,building of  jewellery,1
manufacturing of jewellery,assembling of jewellery,1
manufacturing of jewellery,manufacturing of keys,0
manufacturing of jewellery,clean building facades,0
manufacturing of jewellery,brands of fuels,0
handle documentation for prepared animal feeds,employ documentation for prepared animal feeds,1
handle documentation for prepared animal feeds,utilise documentation for prepared animal feeds,1
handle documentation for prepared animal feeds,use documentation for prepared animal feeds,1
handle documentation for prepared animal feeds,administer documentation for prepared animal feeds,1
handle documentation for prepared animal feeds,handle documentation for prepared animal feed,1
handle documentation for prepared animal feeds,handle the documentation for prepared animal feeds,1
apply for refunds,apply for a refund,1
apply for refunds,implement refunds,1
apply for refunds,make refunds,1
apply for refunds,refund applications,1
apply for refunds,undertake refunds,1
apply for refunds,administer refunds,1
apply for refunds,applying  for a refund,1
identify indicators of problem gambling,spot indicators of problem gambling,1
identify indicators of problem gambling,identify problem gambling indicators,1
