title1,title2,similarity
legal administrative assistant,hydrographic surveying technician,0
petroleum pump system operator,petroleum process operator,0
petroleum pump system operator,magazine supplements editor,0
protective clothing apparel manufacturer,manufacturer of protective clothing,1
protective clothing apparel manufacturer,manufacturer of safety clothing,1
protective clothing apparel manufacturer,protective clothes manufacturer,1
protective clothing apparel manufacturer,manufacturer of protective equipment,1
protective clothing apparel manufacturer,protective gear manufacturer,1
protective clothing apparel manufacturer,clothing operations area manager,0
protective clothing apparel manufacturer,clothing production manager,0
protective clothing apparel manufacturer,trainee import specialist in china and glassware,0
protective clothing apparel manufacturer,youth offender social worker,0
protective clothing apparel manufacturer,specialist in aquaculture biology,0
coating machine operator,coater adjuster,1
coating machine operator,coater technician,1
coating machine operator,coating and embossing unit operator,1
coating machine operator,coater associate,1
coating machine operator,coater operator,1
coating machine operator,coater,1
coating machine operator,coating machine operative,1
coating machine operator,coating machine technician,1
coating machine operator,coating and embossing operator,1
coating machine operator,coating and baking operator,1
coating machine operator,casting machine operator,0
coating machine operator,carding machine operator,0
coating machine operator,cutting machine operator,0
coating machine operator,lasting-machine operator,0
coating machine operator,lasting machine operator,0
coating machine operator,leather sorting machine operator,0
coating machine operator,3d modeller,0
coating machine operator,general contractor in construction,0
coating machine operator,care coordinator,0
coating machine operator,electronics calibration technician,0
aquaculture hatchery manager,aquaculture hatchery supervisor,1
aquaculture hatchery manager,manager of aquaculture hatchery,1
aquaculture hatchery manager,fish farm hatchery supervisor,1
aquaculture hatchery manager,aquaculture hatchery worker,0
aquaculture hatchery manager,technologist in optical systems,0
aquaculture hatchery manager,dipping machine apprentice,0
gear machinist,mechanical gear machinist,1
gear machinist,electrical gear machinist,1
gear machinist,electrical gearing machinist,1
gear machinist,automotive gear machinist,1
gear machinist,precision gearing machinist,1
gear machinist,mechanical gearing  machinist,1
gear machinist,automotive gearing machinist,1
gear machinist,gear change machinist,1
gear machinist,auto change machinist,1
gear machinist,precision gear machinist,1
gear machinist,auto machinist,1
gear machinist,mechatronic gear machinist,1
gear machinist,mechatronic gearing machinist,1
gear machinist,lead machinist,0
gear machinist,debarking machinist,0
gear machinist,germanist,0
gear machinist,machinist,0
gear machinist,leading machinist,0
gear machinist,bartack machinist,0
gear machinist,petrol engine builder,0
gear machinist,inspector of health and safety,0
gear machinist,sound designer and composer,0
gear machinist,labor policy analyst,0
gear machinist,material inspector,0
gear machinist,product assembler,0
gear machinist,bakery specialised seller,0
rooms division manager,front desk manager,1
rooms division manager,front office manager,1
rooms division manager,reservations manager,1
rooms division manager,rooms and reservations manager,1
rooms division manager,rooms manager,1
rooms division manager,head receptionist,1
rooms division manager,reception manager,1
rooms division manager,director of rooms,1
rooms division manager,division manager,0
rooms division manager,division operations manager,0
rooms division manager,waste diversion manager,0
rooms division manager,road transport division manager,0
rooms division manager,automotive battery assembler,0
rooms division manager,storyboard artist & revisionist,0
rooms division manager,water supply engineering technician,0
rooms division manager,autonomy engineer,0
ceramic painter,ceramic painter & decorator,1
ceramic painter,ceramics painter,1
ceramic painter,ceramic decorator,1
ceramic painter,painter of ceramic articles,1
ceramic painter,decorator of ceramics,1
ceramic painter,ceramic designer & painter,1
ceramic painter,ceramic designer and painter,1
ceramic painter,ceramic artist,1
ceramic painter,ceramic painter and decorator,1
ceramic painter,ceramic engineer,0
ceramic painter,creative painter,0
ceramic painter,car painter,0
ceramic painter,ceramics maker,0
ceramic painter,audio-visual shop specialised seller,0
ceramic painter,sea captain,0
ceramic painter,cocktail bartender,0
ceramic painter,rotogravure press operator,0
ceramic painter,trainee food safety specialist,0
telecommunications engineer,telecommunications technologist,1
telecommunications engineer,transmission engineer,1
telecommunications engineer,telecom engineer,1
telecommunications engineer,telecoms engineer,1
telecommunications engineer,broadcast engineer,1
telecommunications engineer,communications designer,1
telecommunications engineer,communications engineer,1
telecommunications engineer,information systems engineer,1
telecommunications engineer,radio engineer,1
telecommunications engineer,telecommunications designer,1
